id,date,likes,comments,reposts,views
13376,2024-09-30 13:16:00,405,0,5,5864
13372,2024-09-29 17:16:00,607,3,17,8550
13356,2024-09-29 08:16:00,750,1,19,9993
13351,2024-09-28 15:16:00,330,0,12,5793
13348,2024-09-28 07:16:00,421,0,9,6274
13343,2024-09-27 18:16:00,493,2,13,7401
13341,2024-09-27 05:16:00,555,2,20,7661
13337,2024-09-26 20:16:00,629,0,20,8838
13335,2024-09-26 12:16:00,484,0,15,6502
13333,2024-09-25 17:16:00,430,1,16,6387
13329,2024-09-25 07:16:00,279,0,6,3832
13327,2024-09-24 16:16:00,525,0,9,6674
13325,2024-09-24 04:16:00,400,2,7,6296
13324,2024-09-23 15:16:00,579,0,16,7843
13323,2024-09-23 09:16:00,507,0,16,8317
13321,2024-09-22 19:16:00,495,3,11,6618
13319,2024-09-22 10:16:00,253,0,4,4377
13316,2024-09-21 22:16:00,676,1,20,9210
13312,2024-09-21 11:16:00,463,0,7,6140
13303,2024-09-20 18:16:00,384,0,13,5591
13295,2024-09-20 08:16:00,611,0,17,8524
13291,2024-09-19 17:16:00,347,0,6,5366
13290,2024-09-19 07:16:00,669,0,14,8951
13288,2024-09-18 21:16:00,610,1,21,9039
13287,2024-09-18 06:16:00,424,0,7,6227
13282,2024-09-17 19:16:00,464,0,7,6525
13280,2024-09-17 10:16:00,621,0,12,9496
13274,2024-09-16 15:16:00,784,2,26,11394
13273,2024-09-16 05:16:00,498,1,13,7251
13267,2024-09-15 17:16:00,440,1,10,7582
13266,2024-09-15 08:16:00,282,0,1,4924
13265,2024-09-14 20:16:00,800,0,17,11576
13264,2024-09-14 12:16:00,526,1,13,7401
13258,2024-09-13 19:16:00,555,1,9,7533
13257,2024-09-13 11:16:00,430,0,9,5702
13256,2024-09-12 18:16:00,751,0,19,9673
13254,2024-09-12 09:16:00,380,0,8,5600
13253,2024-09-11 16:16:00,502,0,17,7261
13251,2024-09-11 07:16:00,549,2,16,7741
13249,2024-09-10 23:16:00,587,0,19,8534
13248,2024-09-10 13:16:00,409,0,9,5489
13247,2024-09-09 21:16:00,500,0,11,6060
13245,2024-09-09 10:16:00,326,0,3,5183
13244,2024-09-08 17:16:00,290,0,3,6031
13233,2024-09-08 08:16:00,645,0,12,8532
13232,2024-09-07 22:16:00,512,0,8,6476
13231,2024-09-07 12:16:00,318,0,7,5141
13228,2024-09-06 18:16:00,500,1,12,6959
13224,2024-09-06 09:16:00,405,0,6,6106
13221,2024-09-05 20:16:00,1168,2,27,19132
13220,2024-09-05 11:16:00,441,1,8,6267
13214,2024-09-04 19:16:00,626,0,20,8654
13213,2024-09-04 06:16:00,463,0,8,6485
13211,2024-09-03 17:16:00,490,1,8,5959
13208,2024-09-03 10:16:00,676,0,9,8882
13204,2024-09-02 21:16:00,561,2,5,6517
13200,2024-09-02 12:16:00,268,0,2,4417
13198,2024-09-01 18:16:00,1238,3,44,21497
13196,2024-09-01 08:16:00,369,1,11,5580
13195,2024-08-31 16:16:00,308,0,3,4675
13194,2024-08-31 00:16:00,712,0,20,12025
13193,2024-08-30 13:16:00,506,1,6,6427
13191,2024-08-30 03:16:00,707,0,17,8608
13190,2024-08-29 19:16:00,788,0,20,11987
13182,2024-08-29 08:16:00,285,0,11,4725
13178,2024-08-28 18:16:00,318,2,12,4081
13175,2024-08-28 09:16:00,267,0,8,3755
13174,2024-08-27 17:16:00,540,1,6,7111
13170,2024-08-27 07:16:00,561,0,15,6542
13168,2024-08-26 22:16:00,462,1,7,6106
13164,2024-08-26 12:16:00,367,2,6,5116
13163,2024-08-25 15:16:00,385,0,8,5724
13160,2024-08-25 05:16:00,422,1,6,5717
13158,2024-08-24 20:16:00,505,1,10,6402
13155,2024-08-24 10:16:00,421,0,5,5254
13153,2024-08-23 18:16:00,269,0,0,5762
13147,2024-08-23 08:16:00,454,3,4,5668
13142,2024-08-22 19:16:00,426,1,10,5744
13138,2024-08-22 02:16:00,802,0,39,11593
13137,2024-08-21 16:16:00,578,0,10,7146
13132,2024-08-21 06:16:00,531,4,7,7950
13128,2024-08-20 17:16:00,677,3,15,8060
13127,2024-08-20 09:16:00,257,0,5,4090
13124,2024-08-19 21:16:00,311,1,9,5810
13123,2024-08-19 11:16:00,405,0,7,5555
13119,2024-08-18 18:16:00,327,1,6,5460
13116,2024-08-18 07:16:00,304,1,4,4689
13114,2024-08-17 22:16:00,376,1,7,5473
13078,2024-08-17 08:16:00,467,0,15,6762
13076,2024-08-16 20:16:00,517,1,16,7215
13074,2024-08-16 10:16:00,587,1,14,6858
13064,2024-08-15 19:16:00,469,3,10,6879
13063,2024-08-15 09:16:00,313,0,6,5421
13059,2024-08-14 14:16:00,475,0,11,6501
13058,2024-08-14 04:16:00,414,0,11,6389
13054,2024-08-13 18:16:00,287,1,14,4468
13052,2024-08-13 07:16:00,403,0,7,5624
13045,2024-08-12 17:16:00,452,0,11,6502
13043,2024-08-12 09:16:00,709,1,16,9415
13039,2024-08-11 21:16:00,613,1,12,8477
13033,2024-08-11 11:16:00,904,3,22,12803
13031,2024-08-10 19:16:00,454,1,14,6163
13028,2024-08-10 07:16:00,298,2,9,3639
13026,2024-08-09 22:16:00,440,1,8,6684
13024,2024-08-09 10:16:00,558,1,17,7011
13020,2024-08-08 20:16:00,393,1,6,5589
13013,2024-08-08 12:16:00,568,8,25,9089
13010,2024-08-07 17:16:00,445,2,10,5764
13006,2024-08-07 08:16:00,476,3,13,6858
12991,2024-08-06 18:16:00,333,1,8,4745
12985,2024-08-06 09:16:00,1585,7,61,21051
12979,2024-08-05 17:16:00,594,2,14,7714
12977,2024-08-05 06:16:00,314,1,11,5055
12970,2024-08-04 14:16:00,635,1,19,8147
12967,2024-08-04 04:16:00,269,1,8,4859
12966,2024-08-03 19:16:00,547,1,15,7475
12964,2024-08-03 08:16:00,566,0,14,6574
12962,2024-08-02 16:16:00,332,1,4,5223
12959,2024-08-02 06:16:00,585,1,18,7868
12955,2024-08-01 15:16:00,329,2,8,5361
12951,2024-08-01 01:16:00,1793,3,54,30666
12946,2024-07-31 17:16:00,566,1,8,8889
12943,2024-07-31 07:16:00,452,0,11,5928
12933,2024-07-30 22:16:00,512,1,10,8560
12924,2024-07-30 10:16:00,379,4,6,5709
12920,2024-07-29 20:16:00,354,1,7,5656
12918,2024-07-29 08:16:00,351,2,6,5523
12914,2024-07-28 17:16:00,269,1,5,4758
12912,2024-07-28 07:16:00,386,1,6,6405
12908,2024-07-27 19:16:00,218,1,3,4307
12905,2024-07-27 11:16:00,745,0,19,10938
12904,2024-07-26 23:16:00,398,0,13,6078
12897,2024-07-26 12:16:00,540,1,19,7091
12892,2024-07-25 19:16:00,496,0,14,8288
12889,2024-07-25 09:16:00,475,0,14,6491
12883,2024-07-24 17:16:00,267,0,5,4933
12878,2024-07-24 06:16:00,475,4,9,6917
12877,2024-07-23 21:16:00,432,0,4,6370
12872,2024-07-23 12:16:00,251,0,5,3401
12867,2024-07-22 20:16:00,577,2,6,7362
12862,2024-07-22 10:16:00,833,3,23,13028
12859,2024-07-21 16:16:00,445,0,9,7397
12857,2024-07-21 03:16:00,450,0,13,6750
12854,2024-07-20 15:16:00,324,0,3,5206
12853,2024-07-20 04:16:00,451,0,10,6265
12848,2024-07-19 17:16:00,1207,2,56,21893
12845,2024-07-19 09:16:00,409,0,7,5591
12843,2024-07-18 21:16:00,497,0,12,7539
12839,2024-07-18 11:16:00,415,0,8,5882
12835,2024-07-17 18:16:00,307,0,7,4561
12828,2024-07-17 07:16:00,531,0,16,6801
12822,2024-07-16 19:16:00,309,1,10,5275
12820,2024-07-16 09:16:00,417,0,10,6589
12816,2024-07-15 20:16:00,465,0,9,6303
12814,2024-07-15 05:16:00,462,1,10,8099
12809,2024-07-14 17:16:00,397,0,3,5696
12805,2024-07-14 08:16:00,438,0,6,5958
12800,2024-07-13 16:16:00,555,0,17,8804
12797,2024-07-13 06:16:00,428,4,7,6274
12791,2024-07-12 17:16:00,558,0,8,7017
12787,2024-07-12 08:16:00,504,1,4,7436
12783,2024-07-11 18:16:00,494,4,10,6936
12780,2024-07-11 10:16:00,534,1,9,7666
12776,2024-07-10 20:16:00,545,1,12,7323
12774,2024-07-10 09:16:00,421,0,9,6030
12771,2024-07-09 21:16:00,468,1,9,6192
12767,2024-07-09 13:16:00,500,1,10,6921
12759,2024-07-08 19:16:00,536,1,12,8261
12755,2024-07-08 11:16:00,298,2,4,5213
12750,2024-07-07 23:16:00,646,1,16,8308
12742,2024-07-07 16:16:00,605,2,14,8394
12736,2024-07-06 20:16:00,446,5,5,6177
12734,2024-07-06 12:16:00,441,3,9,6295
12730,2024-07-05 18:16:00,486,1,7,8442
12727,2024-07-05 09:16:00,466,1,8,7105
12724,2024-07-04 21:16:00,550,1,14,7522
12721,2024-07-04 11:16:00,966,5,41,18658
12718,2024-07-03 14:16:00,528,2,15,8388
12717,2024-07-03 04:16:00,509,0,10,7100
12714,2024-07-02 20:16:00,527,0,10,7968
12713,2024-07-02 10:16:00,420,0,4,6474
12710,2024-07-01 17:16:00,189,0,7,6868
12706,2024-07-01 07:16:00,336,0,3,5502
12703,2024-06-30 18:16:00,233,2,9,7365
12697,2024-06-30 08:16:00,638,1,8,11685
12694,2024-06-29 22:16:00,513,1,9,8099
12693,2024-06-29 10:16:00,572,0,11,8548
12690,2024-06-28 16:16:00,486,1,8,7836
12689,2024-06-28 05:16:00,490,1,7,8096
12686,2024-06-27 20:16:00,500,2,14,7299
12684,2024-06-27 09:16:00,544,0,10,9009
12680,2024-06-26 19:16:00,448,0,9,6417
12676,2024-06-26 11:16:00,483,2,13,7623
12668,2024-06-25 23:16:00,526,1,12,6759
12662,2024-06-25 12:16:00,434,0,5,6383
12660,2024-06-24 20:16:00,617,1,24,8048
12652,2024-06-24 09:16:00,913,3,35,10746
12650,2024-06-23 17:16:00,588,0,10,9297
12642,2024-06-23 07:16:00,540,0,7,7444
12635,2024-06-22 15:16:00,589,1,14,8354
12633,2024-06-22 04:16:00,556,0,10,7812
12630,2024-06-21 16:16:00,634,1,31,9525
12625,2024-06-21 08:16:00,635,0,26,9228
12611,2024-06-20 18:16:00,814,10,56,11626
12606,2024-06-20 07:16:00,691,4,25,9502
12603,2024-06-19 17:16:00,596,0,18,8132
12598,2024-06-19 09:16:00,500,0,9,7217
12594,2024-06-18 19:16:00,516,0,14,7533
12593,2024-06-18 11:16:00,636,0,15,7806
12592,2024-06-17 23:16:00,560,1,18,6733
12589,2024-06-17 12:16:00,465,0,18,7624
12585,2024-06-16 20:16:00,506,0,15,6624
12569,2024-06-16 10:16:00,538,2,9,7012
12564,2024-06-15 22:16:00,600,2,12,7769
12556,2024-06-15 11:16:00,511,2,17,6843
12547,2024-06-14 21:16:00,923,7,33,12083
12544,2024-06-14 06:16:00,683,0,21,9480
12539,2024-06-13 17:16:00,1172,1,44,19817
12536,2024-06-13 04:16:00,733,2,20,9997
12532,2024-06-12 15:16:00,476,0,7,6845
12530,2024-06-12 07:16:00,322,0,7,5898
12528,2024-06-11 19:16:00,721,0,18,8572
12523,2024-06-11 09:16:00,457,0,12,6104
12519,2024-06-10 18:16:00,760,0,17,9341
12517,2024-06-10 10:16:00,852,0,19,12479
12510,2024-06-09 14:16:00,900,0,20,15621
12509,2024-06-09 01:16:00,675,0,19,12575
12505,2024-06-08 16:16:00,457,3,10,7816
12503,2024-06-08 08:16:00,453,0,9,7461
12500,2024-06-07 21:16:00,544,0,13,8026
12494,2024-06-07 10:16:00,358,0,4,6660
12489,2024-06-06 17:16:00,504,1,14,8486
12488,2024-06-06 07:16:00,585,1,12,10139
12480,2024-06-05 19:16:00,420,1,16,8107
12478,2024-06-05 09:16:00,485,0,14,8061
12475,2024-06-04 17:16:00,596,0,15,8354
12472,2024-06-04 07:16:00,518,0,17,8535
12466,2024-06-03 19:16:00,730,0,17,9261
12465,2024-06-03 11:16:00,557,0,13,9497
12463,2024-06-02 18:16:00,638,1,14,9863
12462,2024-06-02 08:16:00,486,0,7,8355
12461,2024-06-01 22:16:00,1523,2,52,25758
12457,2024-06-01 12:16:00,641,0,25,7637
12452,2024-05-31 21:16:00,787,0,28,8269
12442,2024-05-31 10:16:00,538,0,13,7437
12439,2024-05-30 16:16:00,591,0,17,8213
12438,2024-05-30 03:16:00,549,0,13,8052
12432,2024-05-29 17:16:00,445,0,14,7319
12429,2024-05-29 09:16:00,885,5,37,11879
12426,2024-05-28 16:16:00,488,1,12,7274
12424,2024-05-28 06:16:00,563,0,16,7407
12419,2024-05-27 19:16:00,529,0,8,6925
12413,2024-05-27 07:16:00,510,1,15,6739
12410,2024-05-26 17:16:00,486,1,8,6665
12407,2024-05-26 08:16:00,469,0,14,6378
12404,2024-05-25 20:16:00,324,2,9,5502
12401,2024-05-25 12:16:00,587,1,19,7344
12400,2024-05-24 22:16:00,468,0,12,5980
12396,2024-05-24 09:16:00,515,0,20,6927
12387,2024-05-23 17:16:00,729,3,21,7981
12383,2024-05-23 10:16:00,656,3,19,7855
12381,2024-05-22 18:16:00,514,0,9,6240
12374,2024-05-22 07:16:00,599,1,15,7619
12367,2024-05-21 19:16:00,1264,3,37,17245
12362,2024-05-21 00:16:00,805,2,15,9611
12359,2024-05-20 15:16:00,865,1,15,9491
12355,2024-05-20 05:16:00,644,0,9,8043
12350,2024-05-19 20:16:00,1201,1,36,13469
12346,2024-05-19 10:16:00,716,0,21,8950
12342,2024-05-18 18:16:00,759,1,22,8617
12337,2024-05-18 08:16:00,1193,0,25,11615
12332,2024-05-17 17:16:00,1163,2,42,13292
12329,2024-05-17 07:16:00,646,0,10,7501
12325,2024-05-16 19:16:00,968,3,42,10622
12321,2024-05-16 09:16:00,908,0,26,8776
12318,2024-05-15 21:16:00,1053,0,24,9934
12314,2024-05-15 12:16:00,885,0,23,9621
12307,2024-05-14 14:16:00,833,4,25,9313
12306,2024-05-14 04:16:00,1284,2,38,12382
12302,2024-05-13 16:16:00,741,0,11,8473
12301,2024-05-13 07:16:00,855,0,10,12666
12299,2024-05-12 22:16:00,754,2,7,9685
12296,2024-05-12 11:16:00,541,0,12,7127
12292,2024-05-11 17:16:00,750,0,10,8697
12287,2024-05-11 07:16:00,763,0,26,8555
12275,2024-05-10 20:16:00,1522,9,50,15747
12273,2024-05-10 10:16:00,916,2,18,9102
12269,2024-05-09 18:16:00,359,0,9,4225
12268,2024-05-09 08:16:00,1008,0,18,12354
12264,2024-05-08 21:16:00,728,0,13,9343
12263,2024-05-08 09:16:00,963,0,14,11359
12259,2024-05-07 19:16:00,601,1,15,8331
12253,2024-05-07 10:16:00,422,0,4,5974
12250,2024-05-06 17:16:00,841,2,20,9619
12246,2024-05-06 06:16:00,1279,5,33,13888
12244,2024-05-05 20:16:00,686,1,16,8372
12243,2024-05-05 09:16:00,538,2,22,7952
12242,2024-05-04 18:16:00,874,0,17,9440
12238,2024-05-04 08:16:00,1095,0,19,11571
12231,2024-05-03 14:16:00,555,1,21,6991
12230,2024-05-03 03:16:00,780,0,14,9556
12228,2024-05-02 15:16:00,801,0,25,9329
12221,2024-05-02 05:16:00,1000,0,19,10234
12216,2024-05-01 19:16:00,884,0,16,8203
12204,2024-05-01 07:16:00,439,1,11,5758
12196,2024-04-30 16:16:00,983,1,24,9209
12193,2024-04-30 06:16:00,422,0,15,6042
12190,2024-04-29 20:16:00,845,2,20,8759
12189,2024-04-29 10:16:00,1015,1,24,10333
12185,2024-04-28 21:16:00,1302,2,25,13932
12180,2024-04-28 08:16:00,1119,5,32,10803
12177,2024-04-27 17:16:00,952,0,24,9171
12174,2024-04-27 07:16:00,713,2,10,7690
12170,2024-04-26 18:16:00,1207,0,25,11181
12165,2024-04-26 09:16:00,789,0,20,7775
12163,2024-04-25 23:16:00,557,0,10,6328
12157,2024-04-24 17:16:00,536,1,8,6539
12151,2024-04-24 05:16:00,1005,4,33,9811
12148,2024-04-23 20:16:00,811,1,19,7641
12146,2024-04-23 10:16:00,777,0,11,8242
12141,2024-04-22 19:16:00,734,0,17,7978
12139,2024-04-22 07:16:00,959,0,21,10646
12136,2024-04-21 21:16:00,1977,3,52,21220
12135,2024-04-21 11:16:00,632,0,10,6867
12131,2024-04-20 17:16:00,666,0,9,7822
12129,2024-04-20 07:16:00,812,1,23,6834
12123,2024-04-19 18:16:00,896,0,15,9154
12119,2024-04-19 08:16:00,1473,0,37,13712
12116,2024-04-18 22:16:00,774,0,12,8348
12115,2024-04-18 12:16:00,584,1,10,6920
12111,2024-04-17 19:16:00,568,1,10,6600
12109,2024-04-17 10:16:00,627,0,10,6812
12102,2024-04-16 18:16:00,681,1,7,7310
12101,2024-04-16 08:16:00,810,0,29,9054
12100,2024-04-15 16:16:00,978,0,23,9997
12094,2024-04-15 06:16:00,1217,1,25,13613
12087,2024-04-14 17:16:00,712,3,10,8420
12086,2024-04-14 09:16:00,837,0,11,9287
12082,2024-04-13 21:16:00,864,0,15,11043
12079,2024-04-13 10:16:00,593,1,9,7148
12077,2024-04-12 19:16:00,595,1,7,7325
12071,2024-04-12 07:16:00,805,0,14,9265
12066,2024-04-11 20:16:00,656,2,15,7143
12062,2024-04-11 06:16:00,840,1,14,11002
12055,2024-04-10 19:16:00,1061,4,24,10730
12053,2024-04-10 09:16:00,627,1,18,6961
12050,2024-04-09 17:16:00,639,0,19,7927
12046,2024-04-09 04:16:00,999,2,17,9813
12040,2024-04-08 16:16:00,622,2,12,7804
12038,2024-04-08 00:16:00,824,2,27,9676
12033,2024-04-07 13:16:00,628,0,10,7427
12032,2024-04-07 03:16:00,934,0,14,9932
12027,2024-04-06 17:16:00,779,2,19,7988
12026,2024-04-06 05:16:00,2598,1,77,26168
12022,2024-04-05 18:16:00,789,0,12,8034
12019,2024-04-05 07:16:00,738,0,15,8203
12018,2024-04-04 20:16:00,638,0,13,7289
12014,2024-04-04 10:16:00,1040,0,26,11106
12010,2024-04-03 19:16:00,860,2,19,9333
12006,2024-04-03 09:16:00,1482,2,50,19816
12000,2024-04-02 15:16:00,619,1,12,7537
11995,2024-04-02 02:16:00,676,2,18,8110
11990,2024-04-01 16:16:00,837,1,19,11508
11989,2024-04-01 08:16:00,1175,1,25,14594
11985,2024-03-31 21:16:00,882,0,8,11550
11980,2024-03-31 11:16:00,506,0,11,6834
11975,2024-03-30 17:16:00,798,0,10,9384
11971,2024-03-30 09:16:00,945,2,20,10202
11967,2024-03-29 18:16:00,724,0,15,9472
11962,2024-03-29 08:16:00,780,0,18,10082
11955,2024-03-28 19:16:00,621,3,12,6777
11937,2024-03-28 04:16:00,2415,4,79,31149
11935,2024-03-27 14:16:00,816,0,14,9335
11933,2024-03-27 00:16:00,1138,1,23,15687
11931,2024-03-26 15:16:00,597,0,14,8280
11926,2024-03-26 05:16:00,813,1,22,10952
11925,2024-03-25 17:16:00,847,1,20,10980
11919,2024-03-25 07:16:00,1012,1,27,13612
11916,2024-03-24 20:16:00,1039,3,28,13042
11910,2024-03-24 10:16:00,815,0,19,11836
11907,2024-03-23 22:16:00,713,0,6,8694
11905,2024-03-23 12:16:00,1066,3,35,16796
11903,2024-03-22 18:16:00,889,0,25,11000
11898,2024-03-22 09:16:00,1126,1,38,14122
11896,2024-03-21 19:16:00,579,0,16,8067
11888,2024-03-21 11:16:00,989,3,21,11627
11885,2024-03-20 20:16:00,530,0,13,7442
11880,2024-03-20 06:16:00,809,0,18,9208
11878,2024-03-19 21:16:00,958,2,32,11286
11872,2024-03-19 10:16:00,784,1,11,10103
11866,2024-03-18 16:16:00,585,0,8,7324
11862,2024-03-18 07:16:00,753,1,13,10234
11856,2024-03-17 17:16:00,1254,3,34,13219
11851,2024-03-17 08:16:00,1144,2,38,11636
11840,2024-03-16 20:16:00,563,6,3,8112
11837,2024-03-16 10:16:00,935,1,27,10155
11835,2024-03-15 19:16:00,672,1,8,7716
11826,2024-03-15 09:16:00,869,5,14,9170
11822,2024-03-14 18:16:00,2944,7,154,47855
11813,2024-03-14 04:16:00,1315,4,45,15625
11811,2024-03-13 13:16:00,589,1,12,8260
11810,2024-03-13 01:16:00,1001,0,23,10352
11805,2024-03-12 15:16:00,718,0,11,9322
11788,2024-03-12 05:16:00,727,4,19,9046
11782,2024-03-11 17:16:00,752,0,7,8648
11773,2024-03-11 07:16:00,564,5,8,7246
11768,2024-03-10 19:16:00,1216,2,40,11220
11767,2024-03-10 09:16:00,1006,3,15,12327
11762,2024-03-09 17:16:00,917,2,17,10032
11758,2024-03-09 08:16:00,1339,5,29,28560
11754,2024-03-08 20:16:00,552,2,10,5344
11750,2024-03-08 12:16:00,451,0,11,4931
11745,2024-03-07 21:16:00,413,1,8,4432
11741,2024-03-07 11:16:00,1437,2,37,15602
11730,2024-03-06 17:16:00,2455,6,71,28096
11727,2024-03-06 06:16:00,670,0,17,8643
11723,2024-03-05 20:16:00,440,2,11,4763
11719,2024-03-05 10:16:00,1051,3,22,11895
11708,2024-03-04 19:16:00,900,6,21,10305
11696,2024-03-04 09:16:00,1065,4,39,11278
11689,2024-03-03 15:16:00,910,6,15,11489
11687,2024-03-03 05:16:00,980,1,28,10937
11681,2024-03-02 16:16:00,1396,1,28,31140
11670,2024-03-02 07:16:00,876,8,29,10516
11664,2024-03-01 19:16:00,571,3,14,7915
11660,2024-03-01 11:16:00,1892,6,67,24084
11654,2024-02-29 17:16:00,1167,0,35,14547
11649,2024-02-29 09:16:00,748,3,26,8974
11643,2024-02-28 21:16:00,778,0,17,8682
11641,2024-02-28 13:16:00,576,1,13,7901
11628,2024-02-27 20:16:00,1407,2,40,16122
11625,2024-02-27 10:16:00,1292,0,38,14176
11621,2024-02-26 19:16:00,668,1,20,6337
11618,2024-02-26 09:16:00,893,2,26,10564
11613,2024-02-25 18:16:00,639,1,13,7383
11610,2024-02-25 07:16:00,1187,1,35,11449
11607,2024-02-24 15:16:00,814,0,22,7889
11604,2024-02-24 00:16:00,890,2,27,10308
11601,2024-02-23 14:16:00,536,2,11,5314
11599,2024-02-23 04:16:00,746,0,17,9159
11591,2024-02-22 16:16:00,784,0,10,8897
11582,2024-02-22 08:16:00,898,0,17,10599
11576,2024-02-21 21:16:00,668,2,26,6759
11575,2024-02-21 12:16:00,2253,1,55,34846
11568,2024-02-20 19:16:00,504,2,3,7412
11557,2024-02-20 06:16:00,813,4,15,10959
11553,2024-02-19 18:16:00,797,7,13,10490
11547,2024-02-19 08:16:00,1626,3,34,19817
11542,2024-02-18 22:16:00,475,2,12,4833
11540,2024-02-18 14:16:00,1070,0,25,19988
11537,2024-02-17 19:16:00,860,0,11,14415
11535,2024-02-17 09:16:00,851,1,23,11136
11528,2024-02-16 17:16:00,1297,1,42,17070
11520,2024-02-16 07:16:00,1164,1,27,14700
11519,2024-02-15 23:16:00,984,1,22,10122
11513,2024-02-15 13:16:00,1022,1,38,14535
11508,2024-02-14 20:16:00,498,0,8,7204
11502,2024-02-14 12:16:00,478,2,17,5432
11494,2024-02-13 19:16:00,1089,3,41,14267
11488,2024-02-13 09:16:00,1040,4,24,12842
11476,2024-02-12 17:16:00,1897,6,41,28647
11473,2024-02-12 09:16:00,998,3,37,11371
11461,2024-02-11 22:16:00,842,4,15,9884
11457,2024-02-11 13:16:02,632,1,13,7724
11453,2024-02-10 18:16:00,803,1,17,9461
11449,2024-02-10 10:16:00,787,4,17,11714
11443,2024-02-09 21:16:00,1211,2,36,13515
11440,2024-02-09 11:16:00,2875,6,109,45293
11436,2024-02-08 20:16:00,508,1,19,5510
11429,2024-02-08 07:16:00,1669,6,59,30740
11424,2024-02-07 15:16:00,670,1,29,6865
11421,2024-02-07 05:16:00,968,2,15,12403
11415,2024-02-06 16:16:00,496,1,16,5414
11412,2024-02-06 06:16:00,1067,4,17,13976
11400,2024-02-05 17:16:00,343,1,6,4726
11398,2024-02-05 09:16:00,472,0,9,5583
11396,2024-02-04 22:16:00,971,1,14,13185
11389,2024-02-04 10:16:00,2706,7,85,34452
11384,2024-02-03 18:16:00,999,0,23,11958
11383,2024-02-03 08:16:00,1054,0,27,11999
11376,2024-02-02 19:16:00,1063,4,23,12268
11372,2024-02-02 07:16:00,1145,3,26,13389
11367,2024-02-01 21:16:00,586,0,7,7530
11364,2024-02-01 12:16:00,1120,0,34,11407
11359,2024-01-31 23:16:00,695,2,12,6996
11349,2024-01-31 11:16:00,544,0,10,7472
11341,2024-01-30 20:16:00,910,0,23,10503
11328,2024-01-30 10:16:00,846,0,20,9711
11319,2024-01-29 18:16:00,852,6,17,10269
11308,2024-01-29 06:16:00,733,1,19,8930
11302,2024-01-28 18:16:00,3535,4,156,45878
11291,2024-01-28 09:16:00,1183,4,36,13956
11284,2024-01-27 16:16:00,1964,7,67,23487
11279,2024-01-27 04:16:00,794,2,17,10009
11269,2024-01-26 17:16:00,737,5,37,8744
11258,2024-01-26 07:16:00,377,2,8,6013
11255,2024-01-25 19:16:00,1781,1,37,21242
11252,2024-01-25 08:16:00,809,5,17,9640
11237,2024-01-24 21:16:00,1170,4,41,14930
11230,2024-01-24 11:16:00,1026,5,28,12961
11223,2024-01-23 13:16:00,806,0,8,10493
11220,2024-01-23 03:16:00,669,1,13,8534
11212,2024-01-22 15:16:00,784,2,22,9922
11209,2024-01-22 06:16:00,882,4,26,10923
11203,2024-01-21 17:16:00,898,1,28,10827
11195,2024-01-21 09:16:00,1128,7,31,11963
11193,2024-01-20 21:16:00,413,1,13,4907
11187,2024-01-20 10:16:00,725,2,10,8892
11180,2024-01-19 19:16:00,828,1,22,11150
11174,2024-01-19 09:16:00,654,1,26,8919
11167,2024-01-18 18:16:00,1546,4,54,17521
11161,2024-01-18 08:16:00,2053,4,68,25913
11153,2024-01-17 16:16:00,941,3,23,11001
11148,2024-01-17 07:16:00,893,1,17,10796
11146,2024-01-16 20:16:00,646,0,20,8871
11142,2024-01-16 12:16:00,434,1,9,7915
11137,2024-01-15 20:16:00,708,1,24,11350
11133,2024-01-15 10:16:00,3266,12,118,45909
11130,2024-01-14 21:16:00,361,2,10,5288
11125,2024-01-14 12:00:02,621,0,15,9138
11117,2024-01-13 18:16:00,793,3,17,10736
11115,2024-01-13 09:16:00,905,0,18,11092
11107,2024-01-12 19:16:00,401,2,4,7359
11100,2024-01-12 11:16:00,695,2,17,9748
11091,2024-01-11 17:16:00,993,3,17,12783
11087,2024-01-11 08:16:00,787,2,18,11801
11079,2024-01-10 20:16:00,803,3,10,11531
11072,2024-01-10 06:16:00,824,4,17,12585
11067,2024-01-09 16:16:00,4106,11,211,62221
11064,2024-01-09 07:16:00,980,3,17,12015
11057,2024-01-08 18:16:00,689,2,19,11079
11054,2024-01-08 10:16:00,661,0,17,9939
11050,2024-01-07 22:16:00,464,3,8,5754
11046,2024-01-07 14:16:00,794,0,16,11152
11038,2024-01-06 19:16:00,1865,5,61,22855
11026,2024-01-06 09:16:00,580,3,19,5886
11022,2024-01-05 21:16:00,224,3,12,4481
11018,2024-01-05 12:16:00,1103,1,29,16380
11013,2024-01-04 17:16:00,556,2,10,10942
11010,2024-01-04 05:16:00,1262,3,25,20085
11007,2024-01-03 18:16:00,540,1,13,9264
10989,2024-01-03 08:16:00,700,1,12,9632
10984,2024-01-02 20:16:00,409,1,13,5449
10979,2024-01-02 11:16:00,1323,2,29,19979
10975,2024-01-01 23:16:00,1032,1,18,15587
10973,2024-01-01 13:16:00,1178,1,31,17105
10971,2023-12-31 20:16:00,597,11,15,6259
10967,2023-12-31 08:16:00,1141,1,22,18142
10958,2023-12-30 18:16:00,779,3,13,12110
10952,2023-12-30 09:16:00,1311,3,48,16476
10947,2023-12-29 17:16:00,694,2,10,10866
10940,2023-12-29 06:16:00,1296,6,37,18413
10936,2023-12-28 19:16:00,1635,6,44,20424
10931,2023-12-28 10:16:00,599,2,13,9689
10925,2023-12-27 20:16:00,1994,4,100,28127
